CellId,Nuclear Volume [fL],Cellular Volume [fL],Nuclear Surface Area [um^2],Cellular Surface Area [um^2],Radial Proximity [unitless],Apical Proximity [unitless]
137443,584.896998,1665.305309,325.3829,952.0961,0.350377026567405,-0.137077466603419
137444,802.812713,2664.278749,378.6182,1302.7931,0.77303231401483,-0.342099337139915
137448,874.028593,2709.983735,401.9139,1284.6275,0.664999063972521,-0.103079888057943
137449,444.684637,1483.09509,250.618,822.2457,0.685647666533135,-0.21134481576376
137453,497.998991,1353.052942,261.4669,649.5043,0.48823013765542,-0.0484881376443791
137455,576.507182,1762.714975,293.2567,787.2601,0.664564614348487,-0.152069527248031
137458,596.55494,2094.77121,307.5537,934.7715,0.773122586431556,-0.287816198321343
137459,782.179619,2518.627641,383.8324,1298.4199,0.668668305521167,-0.290906820318009
137462,558.947102,1653.5742,289.0517,803.5755,0.60635397719515,-0.179249354090636
137465,917.831237,2877.877611,435.9744,1468.7224,0.614228062500905,-0.405804709368874
137466,866.955783,2709.813012,413.6038,1400.6855,0.76649678288246,-0.231183040505023
137467,779.618774,2482.092919,374.245,1202.5459,0.75686040076286,-0.083143998570379
137471,378.005111,1611.747065,211.7638,728.7265,0.809004081724645,-0.184960378622743
137474,672.40473,1922.804371,342.5393,1003.7335,0.581470978199592,-0.256866039442441
137475,703.793373,1864.270771,343.969,927.0343,0.655397630615863,-0.50312072219671
137477,360.054807,1598.040447,206.4655,766.7397,0.804576152999752,0.0151514069050736
137482,834.615969,2349.050924,411.5013,1202.7141,0.595723782310089,-0.0328605492362185
137483,709.037008,2216.813766,356.4999,1025.7677,0.659016223102918,-0.147937445142366
137486,932.830472,2946.557035,421.4251,1506.4833,0.767636087306468,0.20635572644456
137489,864.151048,2771.151347,410.8285,1271.9284,0.603375026126677,0.0806585207229862
137490,701.061805,2337.588094,334.718,975.3918,0.871389574444635,-0.24422160761519
137495,646.162166,1822.565581,394.5972,1092.0385,0.61407583882446,-0.116455622053125
137498,1085.115388,3334.70797,548.4161,1761.054,0.696396513759309,-0.0539719100053337
137500,794.764343,1975.045609,413.3515,1100.3644,0.535794764001584,-0.17721684735241
137510,703.695817,2213.862697,358.0978,1114.6614,0.676038621325631,-0.0544246145416059
137512,719.768168,2486.848774,361.8823,1282.1045,0.705101593324128,-0.152918753660835
137513,720.402282,2676.44886,373.4881,1467.6291,0.777081242702994,-0.314892304804839
137514,484.633819,1416.366786,281.735,802.9868,0.7439289978562,-0.40314968334059
137515,534.460546,1716.74171,277.6141,829.3101,0.802929944357131,-0.171207934900297
137516,537.509171,1594.723543,282.8283,817.6202,0.710565371649469,-0.2411346581321
137517,746.742402,2423.04715,361.7141,1056.6324,0.693917510445625,-0.0925090643984262
137521,531.607033,1586.236171,285.1831,841.2523,0.809353313507626,-0.379706176687881
137522,623.699897,2109.111942,334.0452,1116.0911,0.723063238157803,-0.0570003479345791
137523,825.860318,2209.228787,436.1426,1260.659,0.682914034833512,-0.165079628799959
137524,434.709536,1492.338521,260.9623,956.0488,0.806213395470025,-0.354732366209682
137525,432.782805,1406.147795,266.597,844.7004,0.785429956389125,-0.139890137482771
137526,358.103687,1194.621998,225.1357,765.8987,0.812284281855285,-0.0466033532078525
137527,394.101851,1087.334787,233.6298,663.8854,0.790547995297468,-0.395305618076665
137528,669.112215,1825.02887,370.4605,1090.1883,0.696158427003974,-0.216943077483215
137529,507.144866,1699.206019,280.5576,939.9857,0.706507954334072,-0.313181180798549
137532,632.748216,1642.940596,342.4552,1064.706,0.725997090934709,-0.27211870314774
137533,529.070577,1832.735794,331.7745,1122.735,0.692811045097637,0.0463501482133521
137535,500.852504,1392.6119,323.6168,902.393,0.530614230744677,-0.106967308478595
137536,413.832552,1336.200143,266.0924,780.8685,0.661190491750288,0.0121496346094128
137537,723.060683,2063.163066,405.0256,1182.446,0.316063234239275,0.0832010067987998
137539,673.233956,1599.650121,373.4881,1000.9582,0.268586028702508,0.0602665884738871
137541,596.945164,1806.371285,300.8257,910.8871,0.547515309447184,0.37180995412002
137542,543.777144,1406.977021,318.739,955.8806,0.331840060415258,-0.134953080959548
137544,558.312988,1525.190504,302.4236,871.4442,0.630327218418736,-0.402960425072393
137546,597.164665,1683.08489,311.5905,1103.1397,0.374945842987301,-0.340375935836242
137549,506.096139,1362.076872,293.1726,825.6097,0.699563268089473,-0.221405358393941
137550,498.75505,1651.013355,274.3342,860.4271,0.783538775540146,-0.024822819455728
137551,483.609481,1596.430773,268.8677,763.7962,0.741533757741442,-0.0673959413339592
137552,533.826432,1611.430008,298.1345,851.7648,0.63058937678638,-0.0920197071229478
137553,747.376516,2237.373693,369.8718,1018.7033,0.725371011523125,-0.21136208765932
137554,677.184974,2328.881221,344.1372,1081.8624,0.818644376688512,-0.153329659731414
137555,441.92868,1533.751043,259.6167,798.6977,0.758591501033144,-0.0157817266567708
137556,612.602902,1780.836002,340.6891,994.9871,0.661780249037623,-0.0524799382903059
137558,771.863072,2547.91883,415.2858,1412.6277,0.695011532738545,-0.180150704958952
137560,708.232171,2207.838614,365.1622,1156.5432,0.643874818472623,-0.137314383400027
137566,697.257121,2334.393135,346.9125,1117.7731,0.616414763615497,-0.0709212733291046
137567,1463.193666,5004.037464,666.072,2335.457,0.586640342783358,0.0298236993397771
137568,783.86246,2398.584983,373.0676,1107.0083,0.573872067218763,0.0332484585420501
137570,865.907056,2519.700757,411.3331,1306.1571,0.548190858110442,-0.258998523710474
137571,736.474633,2458.094143,375.5065,1172.354,0.493605158386818,-0.0263393316861597
137572,630.601984,1897.683701,345.5669,1081.9465,0.522559146993987,0.0873425634699396
137573,954.219625,2212.277412,457.0835,1101.1213,0.477573196496786,0.104826042190816
137576,584.506774,1571.895439,330.6812,926.2774,0.623216828003949,0.3672195256423
137581,567.678364,1680.133821,312.011,754.4611,0.559962706442592,-0.136469226092914
137582,569.848985,1778.860493,320.0005,880.527,0.558648755506467,-0.124119444296614
137583,426.344109,1605.77176,252.9728,858.4928,0.736968355181973,-0.0788072704758692
137584,941.049565,3086.330394,524.0271,1295.4764,0.667740279232597,-0.0834132605077673
137585,545.118539,1679.304595,297.5458,890.1985,0.737866161289015,-0.0211261547867541
137586,632.504326,1888.318325,341.9506,981.3629,0.685477856405653,-0.122112810879897
137589,545.82582,1636.5019,288.0425,870.0986,0.733575809361314,-0.234327637011806
137590,437.78255,1502.825791,240.8624,850.251,0.71438068876484,-0.0546661826275635
137593,838.176763,2600.940516,391.8219,1429.2795,0.711182339919535,-0.375236167669078
137594,764.570761,2545.284818,360.8731,1203.6392,0.757710716695825,-0.16775060860434
137596,632.479937,1980.996525,311.2541,1013.7414,0.592937352707134,-0.18978295793713
137598,498.828217,1648.159842,258.0188,756.6477,0.72979341233975,0.0278121685794344
137601,897.393255,2709.934957,422.5184,1294.5513,0.498252615949303,-0.01473126975892
137603,229.037099,1770.373121,161.9766,708.963,0.953476892665986,-0.120177386298016
137604,657.868886,2037.432671,352.7154,1173.2791,0.659866664729511,-0.11680854634851
137605,453.318343,1406.367296,243.2172,666.4084,0.711032371203919,-0.163161787867845
137606,566.995472,1727.814316,288.6312,700.1325,0.661083870896113,-0.198300395493978
137607,437.611827,1401.830942,247.0017,728.9788,0.69159382210931,-0.145113075137196
137608,353.055164,1965.216842,216.4734,839.9908,0.883430328562671,-0.0318499841646528
137609,977.194063,2803.735051,475.5014,1270.0782,0.557218066660767,0.0264593965009243
137610,592.823423,2104.648755,308.1424,1136.6956,0.85078041127113,-0.434400604330943
137611,687.306409,2173.425735,365.3304,1171.1766,0.632019759318222,-0.106130792608281
137612,309.00863,1190.549035,201.3354,659.5963,0.847652541219804,-0.239806949609639
137614,414.417888,1506.045139,246.9176,935.6125,0.748727300541018,-0.239909124180129
137616,261.035467,1673.939015,185.9451,718.2981,0.926278788281079,-0.334375060366323
137618,401.589274,1393.34357,234.2185,735.3704,0.732912312924497,0.235661356099973
137619,614.017464,2003.897796,339.8481,1041.158,0.713942273850801,-0.000861486113971854
137621,746.181455,2065.114186,375.2542,1071.8545,0.688297525815797,-0.0918540397691363
137622,692.062264,2165.401754,347.7535,1098.9347,0.630448668126366,0.0658984085946985
137623,422.929649,1416.122896,235.9846,715.691,0.819971324034873,-0.0709308414394245
137624,729.255489,2315.589216,365.1622,1075.639,0.798539345120376,0.0275130775014429
137625,538.679843,1862.783042,302.5918,979.9332,0.770354115894979,-0.331536678734543
137626,470.732089,1501.38684,262.4761,790.7082,0.696773914797285,-0.1959153864055
137627,651.137522,2034.164545,363.8166,1117.9413,0.701995812609327,-0.294499766146785
137630,722.255846,2458.728257,382.0663,1302.2044,0.712222023922828,-0.275619037886089
137633,586.677395,1906.439352,339.1753,976.9056,0.613732241492522,0.0990155504635224
137634,682.209108,2343.05123,394.429,1132.2383,0.656588317071188,0.0472094999687922
137635,583.653159,1962.485274,361.0413,1084.89,0.700941447389829,0.0309105021056522
137636,529.143744,1689.108973,348.3422,969.8412,0.624186280104182,0.134815457560927
137637,667.648875,2139.720137,383.7483,918.7925,0.549877262888629,0.0873718797053609
137645,934.415757,2750.128029,452.1216,1297.1584,0.569494358797425,-0.0759043892530753
137648,737.816028,2122.160057,362.6392,977.9148,0.620470621540195,-0.0724575466784992
137649,959.292537,3206.17794,453.1308,1444.9221,0.696141875771743,-0.0886245360735063
